"loan_amount","borrower_income","borrower_race","bank_action"
90000,65000,"W","approved"
341000,126000,"W","approved"
1e+05,42000,"B","approved"
168000,60000,"W","approved"
121000,61000,"W","approved"
72000,18000,"W","approved"
308000,75000,"W","approved"
345000,233000,"W","approved"
68000,35000,"O","approved"
91000,42000,"W","approved"
140000,33000,"B","approved"
61000,56000,"W","approved"
141000,82000,"W","approved"
192000,287000,"W","approved"
66000,36000,"W","approved"
60000,37000,"W","approved"
266000,106000,"B","approved"
166000,99000,"W","approved"
142000,111000,"W","approved"
156000,74000,"W","approved"
126000,29000,"W","approved"
260000,63000,"W","denied"
127000,1e+05,"O","approved"
130000,272000,"W","approved"
166000,59000,"O","approved"
211000,75000,"W","approved"
50000,18000,"W","approved"
88000,76000,"W","approved"
170000,105000,"W","denied"
166000,170000,"W","approved"
111000,60000,"W","approved"
144000,128000,"B","approved"
285000,161000,"W","approved"
240000,90000,"W","approved"
366000,131000,"A","denied"
91000,31000,"W","approved"
152000,63000,"W","approved"
164000,35000,"W","approved"
156000,95000,"W","approved"
256000,162000,"W","denied"
136000,80000,"W","approved"
162000,70000,"W","approved"
125000,74000,"W","approved"
152000,55000,"W","approved"
105000,33000,"W","approved"
132000,59000,"W","approved"
153000,110000,"W","approved"
95000,67000,"W","approved"
191000,48000,"W","approved"
248000,82000,"B","approved"
92000,57000,"B","approved"
360000,187000,"W","approved"
152000,70000,"W","approved"
166000,96000,"W","approved"
85000,54000,"W","approved"
155000,94000,"W","approved"
190000,78000,"W","approved"
284000,106000,"W","approved"
1e+05,54000,"W","approved"
152000,66000,"W","approved"
274000,93000,"W","approved"
30000,63000,"W","approved"
107000,34000,"W","approved"
104000,29000,"W","approved"
181000,55000,"W","denied"
157000,57000,"W","approved"
285000,149000,"W","approved"
267000,182000,"W","approved"
266000,234000,"B","approved"
176000,56000,"W","approved"
67000,81000,"W","approved"
185000,45000,"W","denied"
129000,38000,"B","approved"
230000,56000,"W","approved"
248000,76000,"A","approved"
88000,54000,"W","approved"
277000,186000,"W","approved"
180000,156000,"W","approved"
314000,111000,"W","approved"
50000,19000,"W","approved"
80000,24000,"W","denied"
143000,45000,"W","approved"
45000,17000,"W","approved"
40000,57000,"W","approved"
94000,46000,"W","denied"
135000,124000,"W","approved"
292000,110000,"W","approved"
231000,122000,"W","approved"
50000,16000,"W","approved"
340000,149000,"W","approved"
157000,96000,"W","approved"
236000,88000,"W","approved"
4e+05,208000,"W","approved"
587000,191000,"W","approved"
79000,32000,"W","approved"
48000,40000,"B","approved"
166000,99000,"W","approved"
164000,95000,"W","approved"
64000,125000,"W","approved"
510000,374000,"B","approved"
376000,103000,"W","denied"
102000,103000,"W","approved"
417000,97000,"W","denied"
63000,24000,"W","denied"
96000,46000,"W","approved"
112000,40000,"W","approved"
38000,33000,"W","approved"
183000,140000,"W","approved"
228000,86000,"W","approved"
520000,512000,"W","approved"
65000,58000,"B","approved"
620000,92000,"B","approved"
436000,275000,"W","approved"
480000,179000,"B","approved"
280000,90000,"W","approved"
146000,391000,"W","approved"
148000,131000,"W","approved"
48000,39000,"W","approved"
350000,152000,"W","approved"
8e+05,349000,"W","approved"
78000,44000,"W","approved"
2e+05,85000,"B","denied"
275000,101000,"W","approved"
5e+05,138000,"W","approved"
112000,58000,"W","approved"
468000,150000,"W","denied"
140000,205000,"W","approved"
167000,176000,"W","approved"
114000,40000,"W","approved"
480000,354000,"W","approved"
275000,115000,"W","approved"
1e+05,76000,"W","approved"
945000,374000,"A","approved"
770000,157000,"W","approved"
225000,220000,"W","approved"
656000,212000,"W","denied"
701000,209000,"B","approved"
1384000,468000,"W","approved"
1218000,1553000,"O","approved"
587000,2e+05,"W","approved"
1120000,1137000,"W","approved"
885000,165000,"W","approved"
825000,526000,"W","approved"
650000,168000,"W","approved"
533000,240000,"W","approved"
581000,167000,"W","denied"
499000,122000,"W","approved"
713000,346000,"W","approved"
563000,155000,"W","denied"
1260000,379000,"W","approved"
654000,230000,"W","approved"
1500000,513000,"W","approved"
589000,302000,"W","approved"
1400000,1075000,"B","approved"
780000,226000,"W","approved"
823000,270000,"W","denied"
850000,272000,"W","approved"
619000,275000,"W","approved"
430000,217000,"W","approved"
806000,328000,"W","approved"
656000,803000,"W","approved"
1196000,534000,"W","approved"
1068000,425000,"W","approved"
630000,298000,"W","approved"
596000,246000,"W","denied"
581000,263000,"W","approved"
977000,291000,"W","approved"
441000,124000,"W","approved"
767000,449000,"B","approved"
596000,3e+05,"O","approved"
639000,352000,"B","approved"
5e+05,152000,"W","approved"
788000,203000,"W","denied"
140000,69000,"W","approved"
910000,482000,"A","approved"
1500000,302000,"W","denied"
1004000,215000,"W","denied"
6e+05,210000,"W","approved"
950000,761000,"W","approved"
483000,147000,"W","approved"
656000,274000,"W","approved"
1238000,444000,"W","approved"
765000,157000,"W","denied"
518000,230000,"B","approved"
699000,227000,"W","approved"
9e+05,734000,"W","approved"
488000,195000,"W","approved"
619000,498000,"W","approved"
750000,176000,"W","approved"
750000,60000,"W","approved"
584000,576000,"B","approved"
1162000,432000,"W","approved"
731000,322000,"W","denied"
545000,180000,"W","approved"
1750000,985000,"W","approved"
480000,151000,"W","denied"
660000,312000,"W","approved"
650000,1248000,"A","denied"
512000,62000,"W","approved"
948000,288000,"W","denied"
680000,180000,"W","approved"
192000,64000,"B","approved"
158000,77000,"W","approved"
463000,179000,"A","approved"
116000,62000,"W","denied"
4e+05,141000,"W","approved"
1453000,506000,"W","approved"
720000,203000,"W","denied"
708000,236000,"W","approved"
240000,82000,"W","approved"
104000,72000,"W","approved"
79000,38000,"A","approved"
150000,59000,"W","approved"
353000,90000,"W","approved"
356000,105000,"W","approved"
243000,122000,"B","approved"
249000,72000,"W","approved"
240000,51000,"W","denied"
411000,165000,"W","approved"
250000,144000,"W","approved"
1226000,224000,"W","approved"
413000,188000,"W","approved"
868000,194000,"W","approved"
330000,221000,"W","approved"
180000,94000,"W","approved"
240000,76000,"W","approved"
109000,59000,"W","denied"
417000,216000,"W","approved"
148000,56000,"W","denied"
285000,278000,"W","denied"
250000,227000,"W","approved"
228000,143000,"B","approved"
248000,137000,"W","approved"
417000,203000,"W","approved"
523000,90000,"W","approved"
123000,82000,"W","approved"
417000,90000,"W","denied"
680000,150000,"W","approved"
680000,250000,"W","approved"
452000,148000,"W","approved"
101000,41000,"W","approved"
248000,75000,"W","approved"
166000,65000,"W","approved"
2e+05,1e+05,"B","denied"
165000,95000,"W","approved"
85000,30000,"B","approved"
264000,163000,"W","approved"
180000,38000,"W","approved"
192000,78000,"O","approved"
115000,82000,"W","approved"
127000,75000,"W","approved"
417000,255000,"W","approved"
662000,255000,"W","approved"
1350000,247000,"W","approved"
151000,139000,"W","approved"
149000,53000,"W","denied"
416000,187000,"O","approved"
340000,133000,"W","denied"
531000,150000,"B","approved"
275000,143000,"W","approved"
270000,76000,"W","approved"
116000,38000,"W","approved"
105000,50000,"W","approved"
70000,39000,"W","approved"
82000,45000,"W","denied"
207000,129000,"W","approved"
43000,31000,"W","approved"
101000,42000,"W","denied"
73000,15000,"W","approved"
208000,1e+05,"W","approved"
52000,59000,"W","approved"
280000,102000,"W","approved"
61000,50000,"W","approved"
52000,86000,"W","approved"
910000,699000,"W","approved"
44000,23000,"W","denied"
85000,21000,"B","approved"
141000,127000,"W","approved"
88000,84000,"W","approved"
80000,73000,"W","approved"
105000,37000,"W","approved"
266000,108000,"B","approved"
116000,37000,"W","approved"
71000,24000,"W","approved"
288000,60000,"W","approved"
180000,40000,"W","approved"
87000,30000,"W","approved"
232000,49000,"W","approved"
57000,21000,"W","approved"
35000,12000,"W","approved"
248000,97000,"W","approved"
63000,33000,"W","approved"
585000,250000,"W","approved"
142000,38000,"W","approved"
304000,106000,"W","approved"
284000,93000,"W","denied"
184000,79000,"W","denied"
234000,98000,"W","approved"
132000,46000,"W","denied"
349000,129000,"O","approved"
390000,73000,"W","approved"
262000,79000,"B","approved"
112000,33000,"W","denied"
90000,41000,"W","approved"
70000,31000,"W","approved"
158000,89000,"W","approved"
176000,108000,"W","approved"
358000,168000,"W","approved"
645000,2e+05,"W","approved"
307000,59000,"W","approved"
107000,61000,"W","approved"
123000,48000,"B","denied"
74000,30000,"W","approved"
154000,42000,"W","approved"
272000,160000,"W","approved"
312000,84000,"W","approved"
102000,74000,"W","denied"
237000,63000,"W","approved"
145000,79000,"B","denied"
74000,55000,"O","approved"
65000,22000,"W","denied"
204000,51000,"W","approved"
128000,85000,"W","approved"
142000,60000,"W","approved"
50000,32000,"W","approved"
32000,31000,"W","approved"
58000,28000,"W","approved"
157000,48000,"W","approved"
296000,160000,"W","approved"
366000,153000,"W","approved"
196000,47000,"W","denied"
140000,67000,"B","approved"
244000,132000,"W","approved"
196000,87000,"O","approved"
175000,84000,"W","denied"
201000,47000,"W","approved"
106000,61000,"W","approved"
219000,83000,"W","approved"
324000,241000,"W","approved"
417000,108000,"B","approved"
124000,32000,"W","approved"
65000,41000,"W","approved"
247000,197000,"W","approved"
189000,131000,"W","approved"
417000,150000,"W","approved"
250000,186000,"W","approved"
209000,91000,"W","approved"
90000,26000,"W","approved"
40000,11000,"W","denied"
210000,56000,"W","denied"
350000,112000,"W","approved"
65000,42000,"W","approved"
105000,39000,"W","approved"
138000,33000,"W","approved"
178000,83000,"B","approved"
75000,11000,"W","approved"
126000,33000,"W","approved"
529000,247000,"W","approved"
250000,149000,"W","approved"
88000,47000,"W","approved"
150000,60000,"W","approved"
260000,138000,"W","approved"
95000,45000,"W","approved"
417000,169000,"W","approved"
204000,86000,"W","approved"
85000,28000,"W","approved"
3e+05,251000,"B","approved"
116000,53000,"W","approved"
252000,160000,"B","approved"
225000,107000,"B","approved"
283000,88000,"W","denied"
62000,47000,"B","denied"
221000,72000,"W","approved"
99000,30000,"W","approved"
119000,45000,"W","approved"
208000,97000,"B","approved"
147000,45000,"W","approved"
252000,140000,"W","approved"
229000,65000,"B","approved"
312000,348000,"W","approved"
194000,87000,"W","approved"
120000,40000,"W","denied"
256000,194000,"B","approved"
71000,35000,"W","approved"
175000,110000,"W","approved"
149000,35000,"W","denied"
70000,51000,"B","approved"
222000,50000,"A","approved"
218000,83000,"A","approved"
69000,68000,"B","approved"
84000,262000,"W","approved"
67000,41000,"W","approved"
160000,86000,"W","approved"
250000,110000,"W","approved"
222000,140000,"W","approved"
92000,47000,"W","approved"
239000,124000,"W","approved"
218000,90000,"W","approved"
238000,107000,"W","approved"
116000,61000,"W","denied"
114000,26000,"B","approved"
102000,178000,"W","approved"
162000,92000,"W","approved"
197000,150000,"W","approved"
148000,79000,"W","approved"
121000,90000,"W","approved"
207000,147000,"W","approved"
135000,40000,"A","approved"
50000,14000,"W","approved"
160000,69000,"W","approved"
80000,43000,"W","approved"
92000,83000,"W","approved"
249000,106000,"W","approved"
82000,30000,"W","approved"
223000,67000,"W","approved"
385000,109000,"A","approved"
143000,78000,"W","approved"
80000,49000,"W","approved"
1e+06,480000,"W","approved"
195000,123000,"W","approved"
92000,29000,"W","approved"
42000,26000,"B","denied"
268000,260000,"W","approved"
174000,102000,"B","approved"
163000,32000,"W","approved"
108000,82000,"W","approved"
144000,34000,"W","approved"
111000,27000,"W","approved"
230000,191000,"W","approved"
40000,31000,"W","approved"
98000,54000,"B","approved"
218000,43000,"B","approved"
29000,28000,"B","approved"
270000,108000,"W","approved"
170000,114000,"W","approved"
174000,64000,"W","approved"
89000,26000,"W","approved"
75000,54000,"W","approved"
75000,76000,"O","approved"
209000,105000,"O","approved"
157000,121000,"B","approved"
147000,67000,"W","approved"
216000,191000,"W","approved"
152000,45000,"W","approved"
95000,93000,"W","approved"
216000,142000,"W","approved"
203000,75000,"W","approved"
247000,137000,"W","approved"
90000,33000,"W","denied"
260000,60000,"W","denied"
323000,129000,"W","approved"
87000,22000,"W","approved"
171000,103000,"W","approved"
4e+05,114000,"W","approved"
117000,65000,"W","approved"
243000,51000,"W","approved"
85000,57000,"W","approved"
76000,60000,"W","approved"
233000,132000,"W","approved"
113000,74000,"W","approved"
90000,47000,"W","approved"
119000,71000,"W","approved"
150000,66000,"W","approved"
88000,33000,"W","approved"
109000,61000,"B","approved"
137000,104000,"W","denied"
268000,116000,"W","approved"
130000,141000,"W","approved"
129000,28000,"W","denied"
190000,73000,"W","approved"
143000,78000,"W","approved"
82000,54000,"W","approved"
110000,182000,"W","approved"
390000,150000,"W","approved"
286000,75000,"W","denied"
380000,328000,"W","approved"
208000,196000,"B","approved"
81000,41000,"W","approved"
80000,53000,"W","approved"
78000,26000,"B","approved"
2e+05,71000,"W","denied"
80000,170000,"W","approved"
295000,163000,"B","approved"
96000,33000,"W","approved"
780000,199000,"W","approved"
362000,176000,"W","approved"
186000,65000,"W","approved"
108000,48000,"W","approved"
118000,63000,"W","approved"
63000,25000,"W","approved"
87000,53000,"W","approved"
366000,163000,"W","approved"
265000,103000,"W","approved"
223000,136000,"B","approved"
143000,78000,"W","approved"
140000,97000,"W","approved"
222000,92000,"W","approved"
160000,143000,"W","approved"
124000,91000,"W","approved"
110000,48000,"A","approved"
214000,40000,"W","approved"
290000,81000,"W","approved"
209000,85000,"W","approved"
375000,111000,"W","approved"
62000,20000,"W","approved"
250000,138000,"B","denied"
72000,43000,"W","denied"
148000,70000,"W","approved"
42000,11000,"W","denied"
741000,453000,"W","approved"
119000,68000,"B","approved"
116000,72000,"W","approved"
215000,180000,"W","approved"
264000,72000,"W","approved"
195000,119000,"W","approved"
1e+05,31000,"W","approved"
338000,78000,"W","approved"
2e+05,90000,"W","approved"
196000,41000,"W","approved"
220000,64000,"W","approved"
117000,54000,"W","denied"
58000,39000,"W","approved"
139000,99000,"W","approved"
159000,67000,"W","approved"
60000,41000,"B","approved"
119000,40000,"W","approved"
240000,267000,"W","denied"
311000,790000,"W","approved"
84000,16000,"W","approved"
238000,58000,"W","denied"
123000,91000,"W","approved"
354000,59000,"W","approved"
70000,62000,"W","denied"
149000,81000,"W","approved"
170000,34000,"B","approved"
40000,31000,"W","approved"
245000,154000,"W","approved"
78000,31000,"W","approved"
196000,163000,"W","approved"
285000,119000,"W","approved"
95000,57000,"W","approved"
118000,72000,"W","approved"
405000,144000,"W","approved"
384000,186000,"B","denied"
366000,94000,"W","approved"
113000,77000,"W","approved"
160000,75000,"B","approved"
160000,90000,"W","approved"
105000,53000,"W","approved"
114000,66000,"W","approved"
65000,31000,"A","approved"
116000,29000,"W","approved"
114000,56000,"W","denied"
